Account Number,Score_Busy,Score_Cleanliness,Score_Cost,Score_Overall,Date
5735,2,4,3,1,18/12/2019
5735,4,6,2,3,3/9/2019
5735,4,4,1,2,17/6/2019
5735,3,2,3,4,17/3/2019
822,5,3,7,3,14/12/2019
822,5,2,5,4,24/9/2019
822,3,2,3,2,22/6/2019
822,3,3,4,1,1/3/2019
10550,8,4,10,5,8/12/2019
10550,10,6,7,6,3/9/2019
10550,2,9,7,8,21/6/2019
10550,2,10,7,6,18/3/2019
10298,6,6,5,4,21/12/2019
10298,3,1,7,2,29/9/2019
10298,3,1,8,5,15/6/2019
8216,2,8,5,4,10/12/2019
8216,1,9,7,5,28/9/2019
679,3,3,7,2,16/12/2019
679,1,1,5,1,25/9/2019
679,2,1,6,2,26/6/2019
679,2,1,4,3,25/3/2019
8558,6,6,9,7,28/12/2019
8558,8,5,9,5,29/9/2019
8558,9,6,7,8,12/6/2019
8558,10,8,5,9,27/3/2019
8748,4,5,9,6,13/12/2019
8748,4,5,9,8,5/9/2019
8748,6,7,10,9,26/6/2019
8748,5,6,10,9,5/3/2019
6996,3,10,6,4,24/12/2019
6996,4,9,7,8,4/9/2019
6996,3,8,5,3,10/6/2019
6996,2,10,5,6,18/3/2019
2569,5,7,8,4,6/12/2019
2569,4,10,8,7,21/9/2019
2569,4,9,10,8,1/6/2019
6088,1,3,7,1,22/12/2019
6088,2,2,6,1,7/9/2019
6088,2,3,8,6,14/6/2019
6088,1,3,9,2,10/3/2019
9040,4,10,9,5,25/12/2019
9040,3,8,9,7,22/9/2019
9040,3,8,8,7,27/6/2019
9040,4,6,8,6,9/3/2019
2899,7,9,8,7,20/12/2019
2899,8,10,8,7,11/9/2019
4850,10,6,3,7,26/12/2019
1173,4,3,9,7,8/12/2019
1173,3,1,10,6,23/9/2019
1173,1,1,10,2,5/6/2019
1173,1,2,10,3,18/3/2019
10564,7,2,6,5,10/12/2019
10564,5,4,6,7,21/9/2019
6335,1,7,7,3,5/12/2019
3241,6,6,10,6,21/12/2019
3241,4,8,9,9,28/9/2019
3241,7,1,5,5,29/6/2019
4530,8,4,9,8,2/12/2019
4530,7,2,9,4,17/9/2019
4530,2,9,1,4,8/6/2019
4530,3,10,1,5,8/3/2019
507,8,8,10,7,3/12/2019
507,7,6,10,9,22/9/2019
507,5,8,10,9,12/6/2019
507,7,7,9,9,4/3/2019
2865,3,6,6,5,24/12/2019
2865,8,8,10,7,12/9/2019
2865,8,9,10,7,12/6/2019
2865,10,7,8,7,21/3/2019
10443,5,3,9,7,8/12/2019
10443,4,3,9,7,24/9/2019
10443,3,1,10,3,6/6/2019
10443,4,1,10,4,31/3/2019
8977,4,6,5,7,15/12/2019
8977,3,7,6,4,3/9/2019
8977,2,5,5,5,1/6/2019
8533,7,9,3,8,3/12/2019
8533,8,7,4,4,14/9/2019
8533,6,8,4,5,29/6/2019
8533,7,7,6,6,4/3/2019
7251,9,8,6,9,8/12/2019
7251,8,9,5,6,14/9/2019
7251,6,10,4,7,12/6/2019
7251,7,8,5,5,14/3/2019
1495,7,10,8,9,19/12/2019
1495,9,10,6,8,22/9/2019
1495,7,8,4,8,13/6/2019
1495,6,9,2,4,22/3/2019
1135,4,8,9,9,14/12/2019
1135,10,3,10,9,3/9/2019
1135,10,5,9,6,15/6/2019
1135,8,6,10,7,20/3/2019
4592,6,3,6,6,8/12/2019
4592,9,10,3,6,25/9/2019
4592,10,10,2,8,15/6/2019
100,7,10,6,6,26/12/2019
100,9,10,6,10,6/9/2019
100,10,10,6,7,3/6/2019
100,9,8,4,9,15/3/2019
11623,7,1,7,7,30/12/2019
11623,5,10,3,7,1/9/2019
11623,7,9,3,6,7/6/2019
11623,6,8,1,7,27/3/2019
5111,2,9,6,7,21/12/2019
5111,2,10,5,5,22/9/2019
3970,10,7,6,9,23/12/2019
3970,10,5,8,6,7/9/2019
3970,4,8,9,9,7/6/2019
3970,4,7,7,4,29/3/2019
3087,3,10,3,5,8/12/2019
3087,3,10,1,5,12/9/2019
3087,1,10,2,6,20/6/2019
3087,1,10,1,3,15/3/2019
1963,3,3,7,3,8/12/2019
1963,2,2,8,2,9/9/2019
1963,2,1,7,5,22/6/2019
1963,3,2,5,3,23/3/2019
8083,1,2,7,3,29/12/2019
8083,1,1,7,2,14/9/2019
8083,8,6,1,6,8/6/2019
8083,8,8,2,4,16/3/2019
7820,7,3,7,4,12/12/2019
7820,2,7,2,4,2/9/2019
7820,3,8,4,7,3/6/2019
2076,9,8,6,9,22/12/2019
2076,7,8,5,5,20/9/2019
2076,4,7,8,8,23/6/2019
2076,5,7,8,8,10/3/2019
8669,5,3,9,7,21/12/2019
8669,7,2,10,8,3/9/2019
8669,5,4,10,8,23/6/2019
8669,6,6,10,6,9/3/2019
8550,7,7,6,6,22/12/2019
11833,10,6,8,7,23/12/2019
11833,9,6,8,8,25/9/2019
11833,4,9,6,8,11/6/2019
11833,5,10,5,6,4/3/2019
8392,9,8,7,6,22/12/2019
8392,8,8,7,8,6/9/2019
8392,10,10,5,9,9/6/2019
8392,10,10,6,8,26/3/2019
6694,7,7,9,9,30/12/2019
6694,9,7,7,5,7/9/2019
6694,8,6,8,8,1/6/2019
5437,7,1,4,6,24/12/2019
5437,6,2,5,4,29/9/2019
5437,4,2,3,2,7/6/2019
5437,4,1,2,2,22/3/2019
2696,7,6,6,8,9/12/2019
2696,6,7,9,9,25/9/2019
2696,7,8,9,9,12/6/2019
2696,9,8,9,10,8/3/2019
6198,1,9,6,3,21/12/2019
6198,3,10,8,7,4/9/2019
6198,3,10,10,9,7/6/2019
6198,5,10,8,5,9/3/2019
1016,3,9,8,5,20/12/2019
1016,8,8,7,9,8/9/2019
1016,9,8,7,10,2/6/2019
1016,9,9,6,7,23/3/2019
11136,3,6,7,4,7/12/2019
11136,3,7,5,7,7/9/2019
11136,1,9,6,6,27/6/2019
11136,1,8,8,5,19/3/2019
11876,9,10,3,9,9/12/2019
11876,9,9,1,7,29/9/2019
11876,7,10,1,6,5/6/2019
11876,8,10,1,6,22/3/2019
4343,4,2,7,3,17/12/2019
4343,5,4,6,3,10/9/2019
4343,3,2,8,2,28/6/2019
4343,1,1,8,4,22/3/2019
3662,6,4,6,5,27/12/2019
3662,5,2,7,5,4/9/2019
3662,6,2,9,6,24/6/2019
3662,4,2,10,4,17/3/2019
10103,7,2,1,4,9/12/2019
10103,7,1,2,4,1/9/2019
10103,8,1,2,1,13/6/2019
10103,10,7,10,10,1/3/2019
12200,5,9,6,4,16/12/2019
12200,7,8,5,7,15/9/2019
12200,2,8,10,7,15/6/2019
12200,4,7,10,9,8/3/2019
10754,7,6,9,9,17/12/2019
10754,5,5,10,7,26/9/2019
10754,5,7,8,4,23/6/2019
10754,5,6,6,3,25/3/2019
5222,2,1,7,1,23/12/2019
5222,3,2,8,3,29/9/2019
7125,5,8,9,9,9/12/2019
7125,7,10,8,8,3/9/2019
3967,8,7,9,9,28/12/2019
3967,7,6,8,9,13/9/2019
3967,9,8,6,7,15/6/2019
3967,3,6,1,2,4/3/2019
9798,7,4,3,2,1/12/2019
9798,8,5,1,4,3/9/2019
9798,9,3,3,4,8/6/2019
9798,10,5,5,5,7/3/2019
7634,4,6,8,7,4/12/2019
7634,3,5,10,5,26/9/2019
7634,1,6,10,7,19/6/2019
8768,3,10,6,5,22/12/2019
8768,2,10,5,7,12/9/2019
8768,3,10,4,6,20/6/2019
8768,2,10,4,5,7/3/2019
8191,8,10,10,10,10/12/2019
8191,10,10,9,10,15/9/2019
8191,10,10,9,7,11/6/2019
5615,9,8,2,7,12/12/2019
5615,3,6,2,4,7/9/2019
5615,3,4,2,1,5/6/2019
5615,8,7,5,8,6/3/2019
9701,3,8,2,4,19/12/2019
9701,1,9,4,3,9/9/2019
9701,1,9,6,7,12/6/2019
9701,3,7,7,3,17/3/2019
5716,5,9,2,3,21/12/2019
5716,7,10,1,5,7/9/2019
5716,5,8,1,2,8/6/2019
5716,7,6,1,6,26/3/2019
789,4,6,7,3,20/12/2019
789,2,4,5,1,7/9/2019
789,1,4,5,2,26/6/2019
789,1,2,5,1,18/3/2019
1082,10,7,10,10,26/12/2019
1082,9,8,8,9,27/9/2019
1082,10,7,10,10,12/6/2019
1082,10,5,10,6,11/3/2019
3350,8,7,6,7,30/12/2019
2904,9,2,9,5,21/12/2019
2904,10,3,10,9,13/9/2019
2904,8,5,10,7,14/6/2019
2904,7,5,10,5,15/3/2019
982,3,7,7,5,18/12/2019
982,4,8,7,6,9/9/2019
982,4,6,6,7,27/6/2019
982,4,7,5,4,7/3/2019
6390,7,9,7,9,5/12/2019
6390,8,8,7,7,26/9/2019
6390,10,9,6,7,19/6/2019
6390,4,2,7,3,31/3/2019
11169,1,3,9,5,4/12/2019
11169,5,6,7,8,21/9/2019
11169,4,6,5,3,20/6/2019
11169,6,5,4,5,1/3/2019
2082,5,8,3,5,17/12/2019
2082,5,9,3,5,17/9/2019
2082,6,10,2,8,15/6/2019
2082,8,9,1,4,30/3/2019
1235,3,7,7,4,3/12/2019
1235,2,7,8,3,5/9/2019
1235,4,6,7,5,26/6/2019
1235,8,6,10,8,3/3/2019
7302,2,3,1,3,1/12/2019
7302,2,3,3,4,16/9/2019
7302,2,2,2,1,21/6/2019
10515,7,3,1,2,25/12/2019
10515,5,1,1,4,9/9/2019
10515,3,3,1,2,2/6/2019
10515,1,5,1,1,19/3/2019
9269,3,10,2,4,25/12/2019
9269,5,6,8,7,25/9/2019
9269,7,5,8,8,8/6/2019
9269,5,6,9,4,15/3/2019
5914,10,6,3,7,2/12/2019
5914,8,6,2,3,24/9/2019
5914,1,8,6,7,24/6/2019
5914,2,10,7,4,15/3/2019
4093,6,4,7,7,28/12/2019
4093,8,5,5,8,27/9/2019
4093,9,7,4,7,17/6/2019
1297,6,2,10,6,19/12/2019
1297,8,2,10,7,2/9/2019
1297,9,1,9,5,23/6/2019
1297,9,7,6,6,2/3/2019
9699,1,7,7,4,27/12/2019
9699,2,6,3,3,25/9/2019
9699,3,4,5,5,12/6/2019
9699,3,6,6,5,12/3/2019
1212,5,3,8,6,30/12/2019
1212,1,9,10,5,4/9/2019
1212,1,10,8,8,5/6/2019
1212,3,8,10,8,11/3/2019
3493,3,1,3,2,11/12/2019
3493,2,3,2,1,9/9/2019
3493,4,1,1,4,8/6/2019
8576,9,3,7,7,19/12/2019
8576,8,5,7,6,23/9/2019
8576,9,6,9,10,23/6/2019
8576,8,5,9,8,18/3/2019
5396,1,6,8,4,29/12/2019
5396,1,6,7,5,29/9/2019
5396,3,5,7,3,20/6/2019
5396,1,3,8,4,5/3/2019
11730,5,3,10,7,8/12/2019
11730,7,10,9,7,2/9/2019
11730,9,10,7,7,13/6/2019
11730,8,10,8,6,11/3/2019
5923,9,6,2,6,7/12/2019
5923,10,7,2,4,30/9/2019
5923,9,5,1,3,4/6/2019
5923,10,6,1,7,20/3/2019
5038,10,7,7,6,14/12/2019
5038,10,9,6,6,23/9/2019
5038,10,7,7,8,23/6/2019
11204,6,4,10,8,10/12/2019
11204,4,8,8,5,2/9/2019
11204,4,7,8,5,18/6/2019
11204,5,1,3,4,24/3/2019
11723,3,8,7,8,21/12/2019
11723,5,9,7,6,27/9/2019
11723,5,8,8,5,5/6/2019
8647,5,8,6,7,12/12/2019
8647,6,8,4,7,30/9/2019
7952,3,3,9,6,2/12/2019
7952,10,8,7,6,24/9/2019
7952,8,8,5,6,3/6/2019
7952,6,7,3,7,30/3/2019
7510,4,5,10,4,8/12/2019
7510,6,9,7,9,4/9/2019
7510,7,10,8,7,29/6/2019
7510,7,10,8,9,9/3/2019
1219,3,9,5,7,19/12/2019
10710,9,1,8,8,10/12/2019
10710,8,1,7,5,15/9/2019
10710,8,1,5,4,21/6/2019
10710,6,1,6,4,21/3/2019
5643,4,9,1,5,7/12/2019
5643,4,7,2,4,12/9/2019
5643,2,5,2,2,25/6/2019
5643,4,7,4,3,14/3/2019
8091,9,8,10,8,21/12/2019
8091,7,10,10,7,24/9/2019
8091,9,10,8,9,17/6/2019
8091,7,10,7,7,20/3/2019
10753,3,8,4,4,5/12/2019
10753,1,8,5,5,6/9/2019
7307,3,1,6,1,17/12/2019
7307,5,1,5,1,26/9/2019
7307,6,2,6,2,24/6/2019
7307,5,2,6,3,13/3/2019
5786,6,7,9,5,9/12/2019
5786,8,6,10,9,17/9/2019
5786,10,4,10,6,22/6/2019
5786,10,3,9,6,15/3/2019
3054,5,6,8,5,1/12/2019
3054,9,6,9,7,18/9/2019
3054,10,6,7,7,9/6/2019
3054,8,8,7,8,1/3/2019
8153,3,2,9,6,22/12/2019
8153,6,8,10,7,2/9/2019
8153,4,9,9,6,21/6/2019
8153,2,10,8,7,31/3/2019
9149,8,7,2,7,16/12/2019
9149,9,8,8,6,10/9/2019
6602,6,10,7,9,10/12/2019
6602,5,9,9,5,14/9/2019
6602,7,10,8,9,24/6/2019
6602,9,10,6,10,1/3/2019
2845,5,4,7,4,24/12/2019
2845,7,5,6,5,17/9/2019
2845,4,3,7,2,9/6/2019
8041,3,8,9,5,31/12/2019
8041,3,9,10,5,5/9/2019
8041,8,5,9,5,4/6/2019
8041,6,3,8,6,24/3/2019
333,8,10,9,8,20/12/2019
333,7,9,8,8,17/9/2019
333,2,1,9,5,30/6/2019
333,1,1,8,1,27/3/2019
4610,6,8,10,8,31/12/2019
4610,8,8,10,10,24/9/2019
4610,6,9,8,8,18/6/2019
4610,4,10,8,6,9/3/2019
1654,6,8,3,5,19/12/2019
1654,2,8,8,4,14/9/2019
1654,2,7,6,6,27/6/2019
1654,1,10,10,8,9/3/2019
11703,6,2,7,7,8/12/2019
11703,5,1,7,6,28/9/2019
11703,5,1,6,4,23/6/2019
11652,7,9,7,8,30/12/2019
11652,6,8,5,5,1/9/2019
11652,6,10,4,8,5/6/2019
11652,8,10,2,8,4/3/2019
7747,2,9,9,6,30/12/2019
7747,2,10,10,6,30/9/2019
7747,1,10,8,5,26/6/2019
7747,1,10,6,6,14/3/2019
4738,4,6,7,7,3/12/2019
4738,4,8,8,7,11/9/2019
4738,2,6,7,6,30/6/2019
4738,2,9,7,7,1/3/2019
4882,7,7,8,6,27/12/2019
4882,7,7,8,5,25/9/2019
4882,8,7,6,6,22/6/2019
4882,7,5,4,4,10/3/2019
2330,6,9,7,5,19/12/2019
2330,6,7,7,6,21/9/2019
2330,8,8,8,7,16/6/2019
2330,8,7,9,6,22/3/2019
5023,1,8,6,3,13/12/2019
5023,2,10,6,6,1/9/2019
9833,4,1,2,2,21/12/2019
9833,5,1,1,4,16/9/2019
9833,7,2,3,4,9/6/2019
9833,6,3,3,5,3/3/2019
10580,4,6,9,8,30/12/2019
11063,4,6,10,5,18/12/2019
11063,4,8,9,5,11/9/2019
11063,6,9,9,8,29/6/2019
11063,8,7,10,10,26/3/2019
150,5,8,2,3,16/12/2019
150,4,6,2,6,21/9/2019
150,6,6,2,4,10/6/2019
4754,6,8,7,9,21/12/2019
4754,8,8,8,10,20/9/2019
4754,6,8,7,9,20/6/2019
4754,9,7,10,9,23/3/2019
4266,1,7,2,3,11/12/2019
4266,2,6,1,4,17/9/2019
4266,3,6,1,2,25/6/2019
4266,6,5,2,6,24/3/2019
2305,8,10,10,10,31/12/2019
2305,7,8,8,9,9/9/2019
2305,10,7,7,9,11/6/2019
2305,10,5,8,6,6/3/2019
12002,4,9,7,5,28/12/2019
8394,4,4,3,2,25/12/2019
8394,5,10,7,6,29/9/2019
9829,10,6,3,4,21/12/2019
9829,4,6,8,5,3/9/2019
9829,3,6,6,5,9/6/2019
9829,3,6,5,6,9/3/2019
4815,1,1,2,2,12/12/2019
4815,2,4,9,7,13/9/2019
26,1,6,6,6,8/12/2019
26,1,7,4,5,12/9/2019
26,1,9,4,3,24/6/2019
26,3,9,2,5,28/3/2019
11839,7,10,9,8,18/12/2019
11839,3,7,1,1,21/9/2019
11839,1,5,1,1,25/6/2019
9814,7,2,10,6,5/12/2019
9814,8,1,10,5,3/9/2019
9814,10,1,10,6,2/6/2019
9814,3,1,3,1,3/3/2019
6860,1,7,9,3,21/12/2019
6860,2,5,7,2,27/9/2019
6860,4,9,8,9,6/6/2019
9602,9,10,1,5,14/12/2019
9602,10,8,1,7,14/9/2019
9602,10,10,1,9,19/6/2019
9602,5,6,7,4,13/3/2019
4653,10,8,9,10,6/12/2019
4653,9,4,3,3,5/9/2019
4653,8,6,2,4,15/6/2019
4653,7,7,1,5,18/3/2019
4899,2,10,3,7,4/12/2019
4899,1,10,3,4,17/9/2019
4899,1,10,2,3,9/6/2019
4899,3,10,1,6,11/3/2019
10028,5,3,6,2,13/12/2019
10028,5,8,10,6,16/9/2019
10028,7,6,9,6,7/6/2019
10028,5,8,7,8,4/3/2019
1462,4,8,7,7,2/12/2019
1462,6,10,9,10,12/9/2019
1462,4,9,7,7,18/6/2019
1462,6,8,7,9,20/3/2019
1305,10,10,9,10,16/12/2019
1305,8,8,8,9,13/9/2019
1305,7,7,10,10,9/6/2019
6278,8,9,7,10,20/12/2019
6278,9,9,7,6,1/9/2019
6278,7,9,8,6,10/6/2019
6278,6,7,6,8,14/3/2019
4028,4,4,7,4,25/12/2019
4028,2,4,6,2,22/9/2019
4028,4,4,6,3,29/6/2019
4028,1,2,3,4,16/3/2019
3203,10,4,7,6,23/12/2019
3203,8,3,8,5,11/9/2019
3203,8,5,10,6,12/6/2019
3203,9,6,8,5,18/3/2019
1264,4,4,8,4,23/12/2019
1264,6,2,6,5,25/9/2019
1264,6,3,7,7,18/6/2019
1264,4,3,5,6,6/3/2019
891,8,9,8,7,5/12/2019
891,8,10,6,8,30/9/2019
891,3,4,7,6,8/6/2019
891,5,2,6,4,16/3/2019
2698,2,6,6,2,14/12/2019
2698,2,3,7,6,13/9/2019
2698,2,1,5,3,16/6/2019
2698,1,1,4,1,10/3/2019
7542,5,8,5,4,23/12/2019
7542,3,7,6,5,8/9/2019
7542,5,9,5,5,16/6/2019
7542,6,10,4,6,7/3/2019
7353,1,8,1,4,28/12/2019
7353,2,10,1,5,1/9/2019
7353,4,10,3,3,2/6/2019
7353,6,9,4,8,24/3/2019
1329,3,8,7,6,22/12/2019
1329,2,9,6,7,24/9/2019
1329,2,7,4,2,27/6/2019
2228,9,5,10,10,11/12/2019
2228,8,4,9,5,8/9/2019
2228,9,2,8,5,27/6/2019
2228,10,3,7,8,22/3/2019
10943,5,6,9,6,14/12/2019
10943,5,4,9,7,23/9/2019
10943,3,4,10,6,26/6/2019
10943,7,10,3,8,19/3/2019
11331,9,10,7,8,24/12/2019
11331,9,10,9,8,19/9/2019
11331,10,9,10,10,28/6/2019
11331,8,7,10,6,12/3/2019
2848,3,9,7,4,6/12/2019
2848,2,6,1,4,26/9/2019
2848,1,4,2,3,17/6/2019
2848,1,6,1,1,20/3/2019
4573,9,3,7,8,1/12/2019
4573,8,1,6,7,19/9/2019
4573,9,2,4,5,10/6/2019
4573,9,1,2,6,22/3/2019
3931,3,9,9,6,5/12/2019
3931,1,7,10,7,3/9/2019
3931,1,6,10,5,13/6/2019
3931,1,6,8,6,12/3/2019
8376,2,8,9,5,12/12/2019
8376,1,9,9,4,12/9/2019
8376,1,8,10,5,7/6/2019
8376,1,10,10,5,25/3/2019
9026,9,7,9,10,13/12/2019
9026,10,8,9,7,17/9/2019
9026,10,7,9,7,18/6/2019
9026,9,8,8,9,30/3/2019
4640,8,2,7,5,9/12/2019
4640,6,3,7,6,23/9/2019
4640,4,5,7,6,27/6/2019
4640,6,4,7,5,12/3/2019
2607,8,4,2,5,13/12/2019
2607,9,2,1,3,22/9/2019
2607,1,10,9,7,25/6/2019
2611,6,3,7,6,5/12/2019
2611,7,1,8,7,30/9/2019
2611,5,1,1,3,5/6/2019
4564,2,2,6,1,30/12/2019
4564,7,3,6,6,6/9/2019
4564,8,4,6,4,30/6/2019
4564,8,2,6,4,11/3/2019
727,5,8,10,8,22/12/2019
727,4,7,10,6,5/9/2019
727,3,7,10,6,13/6/2019
3836,6,6,7,6,20/12/2019
3836,5,8,9,9,17/9/2019
3836,6,8,10,6,18/6/2019
3836,7,10,10,8,31/3/2019
2129,3,9,3,6,8/12/2019
2129,1,7,2,2,27/9/2019
2129,9,3,3,3,21/6/2019
8352,8,3,6,6,21/12/2019
8352,8,2,7,5,30/9/2019
8352,7,2,8,4,25/6/2019
8352,6,1,9,3,12/3/2019
3663,7,10,9,10,22/12/2019
3663,6,9,9,6,24/9/2019
3663,5,7,8,8,27/6/2019
3663,6,6,7,7,18/3/2019
10459,10,9,7,8,20/12/2019
10459,9,10,5,6,19/9/2019
10459,7,8,4,7,17/6/2019
10459,6,7,6,5,19/3/2019
5701,9,7,7,5,6/12/2019
5701,8,5,5,7,19/9/2019
5701,7,5,5,5,27/6/2019
1356,9,10,7,7,12/12/2019
1356,9,10,7,6,28/9/2019
1356,10,10,6,9,2/6/2019
3060,8,8,7,5,7/12/2019
3060,8,6,6,6,18/9/2019
3060,10,7,6,9,17/6/2019
3060,1,4,5,2,14/3/2019
11158,8,4,8,6,31/12/2019
11158,10,4,6,8,27/9/2019
11158,10,4,6,4,19/6/2019
11158,10,4,6,6,7/3/2019
3658,6,4,3,4,28/12/2019
3658,8,4,2,5,5/9/2019
3658,6,2,1,1,29/6/2019
3658,5,10,1,4,8/3/2019
5014,1,8,8,4,15/12/2019
5014,1,10,8,6,1/9/2019
5014,1,10,8,6,27/6/2019
5014,1,10,6,4,9/3/2019
5503,1,7,5,6,10/12/2019
5503,1,8,4,4,21/9/2019
5503,8,6,5,7,6/6/2019
5503,9,6,3,4,7/3/2019
11085,3,7,4,2,25/12/2019
11085,6,7,10,7,3/9/2019
11085,7,8,10,6,17/6/2019
11085,7,6,6,5,7/3/2019
8970,3,10,7,8,18/12/2019
8970,5,9,8,7,23/9/2019
8970,7,7,9,6,29/6/2019
8970,9,7,7,5,9/3/2019
5211,10,1,8,8,8/12/2019
5211,8,2,9,8,18/9/2019
5211,4,8,9,7,1/6/2019
9769,9,1,1,2,8/12/2019
9769,7,3,1,2,18/9/2019
9769,10,7,3,5,29/6/2019
9769,10,6,5,5,6/3/2019
6560,7,9,3,7,5/12/2019
6560,6,9,3,5,24/9/2019
6560,5,8,5,7,17/6/2019
6560,5,6,3,5,20/3/2019
204,7,8,8,5,22/12/2019
204,5,9,7,6,21/9/2019
204,7,7,5,5,17/6/2019
204,5,8,3,6,30/3/2019
9910,6,8,10,7,22/12/2019
9910,4,8,9,9,26/9/2019
9910,3,8,10,8,25/6/2019
9910,3,10,9,8,1/3/2019
12005,4,6,5,5,5/12/2019
12005,4,5,3,4,7/9/2019
12005,3,6,2,5,9/6/2019
12005,5,6,2,2,7/3/2019
9858,8,3,6,4,24/12/2019
9858,9,2,5,5,2/9/2019
9858,10,2,4,5,27/6/2019
9858,3,8,9,5,16/3/2019
3320,4,9,7,4,24/12/2019
4265,4,5,1,3,14/12/2019
4265,3,3,3,3,7/9/2019
4265,5,2,1,1,21/6/2019
4265,6,3,1,5,21/3/2019
5975,7,6,2,5,13/12/2019
5975,8,4,1,5,22/9/2019
5975,7,3,1,5,8/6/2019
5975,3,6,2,2,26/3/2019
3202,5,6,10,6,25/12/2019
3202,5,6,10,7,5/9/2019
3202,3,6,10,7,19/6/2019
3202,1,5,10,6,21/3/2019
6079,2,10,8,6,5/12/2019
6079,2,10,6,6,29/9/2019
6079,2,10,7,5,15/6/2019
6079,3,10,8,5,4/3/2019
9681,10,9,2,6,22/12/2019
9681,10,10,3,8,13/9/2019
9681,1,1,7,3,25/6/2019
9681,3,1,8,5,10/3/2019
6636,2,6,8,4,8/12/2019
4986,4,10,8,6,3/12/2019
4986,3,10,9,9,6/9/2019
4986,2,10,7,8,10/6/2019
4986,3,8,8,8,7/3/2019
4583,2,10,7,8,19/12/2019
4583,1,1,3,2,30/9/2019
2895,4,7,8,5,5/12/2019
5620,5,8,8,8,16/12/2019
5620,4,2,5,4,20/9/2019
5620,2,8,8,4,19/6/2019
5620,1,9,10,8,19/3/2019
9867,7,9,7,9,15/12/2019
9867,9,7,8,9,25/9/2019
9867,8,9,10,10,6/6/2019
9867,7,9,7,7,27/3/2019
6659,8,7,9,7,3/12/2019
6659,5,5,6,4,11/9/2019
6659,7,5,5,7,22/6/2019
6659,5,6,4,6,24/3/2019
11961,4,7,7,8,30/12/2019
11961,2,5,7,5,11/9/2019
6722,10,6,7,9,31/12/2019
6722,10,5,5,6,20/9/2019
6722,4,6,7,3,14/6/2019
6722,2,4,9,7,18/3/2019
4127,4,1,6,2,13/12/2019
4127,3,2,6,3,12/9/2019
4127,3,1,7,5,24/6/2019
10530,9,7,1,7,23/12/2019
10530,8,7,2,6,7/9/2019
10530,8,9,3,6,18/6/2019
10530,6,10,5,9,30/3/2019
2897,2,8,10,8,13/12/2019
2897,4,8,10,5,27/9/2019
8463,9,3,4,3,21/12/2019
8463,10,4,4,5,25/9/2019
8463,10,2,3,4,15/6/2019
8463,9,2,1,4,16/3/2019
5018,4,9,9,9,6/12/2019
5018,7,7,3,6,17/9/2019
5018,9,7,1,7,14/6/2019
5018,8,9,2,8,23/3/2019
4411,10,7,10,10,25/12/2019
4411,9,6,10,9,3/9/2019
4411,9,8,10,8,12/6/2019
9481,3,2,8,2,13/12/2019
9481,4,1,6,5,11/9/2019
2072,7,6,7,7,14/12/2019
2072,6,5,7,5,28/9/2019
2072,8,5,7,4,7/6/2019
2072,6,5,8,7,28/3/2019
2190,6,10,6,7,4/12/2019
2190,7,9,7,6,24/9/2019
5476,5,10,7,5,13/12/2019
5525,4,10,10,8,10/12/2019
5525,5,10,9,10,10/9/2019
5525,6,10,7,8,23/6/2019
5965,2,8,8,7,14/12/2019
5965,1,6,10,6,17/9/2019
5965,1,7,10,6,24/6/2019
5965,1,6,10,7,15/3/2019
1035,5,10,7,9,13/12/2019
1035,2,8,10,7,4/9/2019
1035,1,8,8,6,28/6/2019
1035,2,7,7,4,10/3/2019
2454,2,3,2,1,2/12/2019
2454,4,4,3,3,12/9/2019
2454,2,1,7,2,20/6/2019
2454,1,2,5,2,21/3/2019
6402,9,9,6,6,7/12/2019
6402,9,8,4,6,16/9/2019
6402,9,7,9,8,11/6/2019
6402,10,9,7,6,2/3/2019
7444,3,10,1,6,19/12/2019
11662,3,1,1,1,31/12/2019
11662,5,2,1,1,12/9/2019
11662,7,6,3,3,21/6/2019
11662,6,6,5,4,5/3/2019
8508,6,5,4,6,9/12/2019
8508,5,3,3,3,30/9/2019
8508,8,10,6,8,10/6/2019
5413,5,5,3,4,26/12/2019
3912,2,8,8,7,10/12/2019
3912,1,6,9,7,24/9/2019
7588,2,6,9,6,12/12/2019
7588,3,8,9,8,11/9/2019
7588,3,9,8,8,9/6/2019
7588,4,1,7,2,1/3/2019
894,4,10,8,9,30/12/2019
894,6,10,6,7,23/9/2019
894,5,1,5,1,7/6/2019
894,3,1,3,4,26/3/2019
2652,8,7,9,7,25/12/2019
2652,9,5,8,6,9/9/2019
2652,10,6,9,6,10/6/2019
2652,10,7,7,6,23/3/2019
10233,3,10,3,4,17/12/2019
10233,3,10,4,6,22/9/2019
10233,2,3,8,5,26/6/2019
10233,1,2,8,5,6/3/2019
11282,4,9,10,7,11/12/2019
11282,2,10,9,7,8/9/2019
11282,1,10,8,6,12/6/2019
11282,2,9,9,8,18/3/2019
4690,9,9,9,8,25/12/2019
4690,10,9,9,9,28/9/2019
9980,5,10,9,6,31/12/2019
9980,5,10,9,9,30/9/2019
9980,5,10,9,9,17/6/2019
9980,6,9,10,7,25/3/2019
11056,3,7,9,4,1/12/2019
11056,5,5,10,8,9/9/2019
11056,5,6,8,6,14/6/2019
11056,5,5,9,5,27/3/2019
400,8,2,9,5,21/12/2019
400,9,1,7,3,27/9/2019
5329,2,6,6,4,20/12/2019
